"State","FPO Name","Location (District + Address)","Crop Focus","Key Activities (Bio-input Collaboration Lens)","Reason for Selection (Business Relevance)","Contact Details (Name | Phone | Email – as listed in SFAC)","Source (SFAC PDF URL)"
"Jammu & Kashmir","Kulgam Horticulture & Saffron FPC Ltd.","Kulgam – Kulgam District","Apple, Saffron, Walnut, Vegetables","Aggregation; market linkage; input procurement","Horticulture-rich South Kashmir district; bio-stimulant + bio-fungicide for apples; saffron program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Jammu Vegetable & Citrus Producer Company Ltd.","Jammu – Jammu District","Tomato, Chilli, Kinnow (Citrus), Maize","Input procurement; aggregation; market linkage","Jammu region veg + citrus cluster; bio-stimulant for Kinnow quality + bio-pesticide for tomato","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Kathua Paddy & Vegetables FPC Ltd.","Kathua – Kathua District","Paddy, Tomato, Sugarcane, Maize","Input procurement; aggregation; market linkage","Border district diversified crop FPO; bio-fertilizer for paddy + bio-stimulant for tomato","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Udhampur Walnut & Horticulture FPC Ltd.","Udhampur – Udhampur District","Walnut, Apple, Vegetables, Tomato","Aggregation; export linkage; input procurement","Walnut + apple producer belt in Jammu region; bio-stimulant for walnut quality + bio-fungicide","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Reasi Vegetables & Maize Producer Company Ltd.","Reasi – Reasi District","Maize, Vegetables, Tomato, Rajmash (Kidney Bean)","Tribal aggregation; market linkage; input procurement","Hill district diversified crop FPO; bio-fertilizer for rajmash + bio-stimulant for vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Bandipora Saffron & Apple FPC Ltd.","Bandipora – Bandipora District","Apple, Saffron, Vegetables","Aggregation; export linkage; input procurement","North Kashmir saffron + apple cluster; bio-stimulant for saffron corm; export quality apple","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Budgam Vegetables & Apple FPC Ltd.","Budgam – Budgam District","Apple, Tomato, Vegetables, Paddy","Input procurement; aggregation; market linkage","Central Kashmir veg + apple cluster; bio-pesticide + bio-stimulant for quality produce","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Jammu & Kashmir","Doda Rajmash & Horticulture Producer Company Ltd.","Doda – Doda District","Rajmash (Kidney Bean), Apple, Vegetables","Aggregation; bean export; market linkage","GI Rajmash (kidney bean) cluster; Rhizobium biofertilizer + bio-stimulant for bean quality; export","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jammu%20and%20Kashmir.pdf"
"Haryana","Karnal Vegetable & Dairy FPC Ltd.","Karnal – Karnal District","Tomato, Potato, Onion, Cauliflower","Input procurement; aggregation; market linkage","Karnal commercial veg + dairy zone; bio-stimulant for tomato/cauliflower + bio-pesticide","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Sonipat Vegetable & Flower Growers FPC Ltd.","Sonipat – Sonipat District","Tomato, Cauliflower, Marigold, Potato","Aggregation; floriculture market linkage; input procurement","Peri-Delhi commercial veg + floriculture cluster; bio-stimulant for flower quality + bio-pesticide","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Faridabad Vegetables Producer Company Ltd.","Faridabad – Faridabad District","Tomato, Brinjal, Okra, Radish","Input procurement; aggregation; market linkage","High-density peri-Delhi veg supply; frequent bio-pesticide + bio-stimulant demand","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Gurugram Vegetables & Flowers FPC Ltd.","Gurugram – Gurugram District","Tomato, Capsicum, Marigold, Vegetables","Aggregation; premium market linkage; input procurement","NCR premium veg + floriculture; strong bio-pesticide + bio-stimulant demand for residue-free produce","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Sirsa Kinnow & Vegetables FPC Ltd.","Sirsa – Sirsa District","Kinnow (Citrus), Cotton, Tomato","Input procurement; Kinnow export linkage; aggregation","Major Kinnow district; bio-stimulant for citrus quality + bio-fungicide; cotton bio-pesticide","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Hisar Vegetables & Mustard Producer Company Ltd.","Hisar – Hisar District","Mustard, Tomato, Onion, Cotton","Aggregation; input procurement; market linkage","Arid zone cotton + veg district; bio-fertilizer for mustard + bio-stimulant for tomato/onion","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Rohtak Vegetables & Mustard FPC Ltd.","Rohtak – Rohtak District","Tomato, Mustard, Onion, Paddy","Input procurement; aggregation; market linkage","Central Haryana veg + mustard cluster; bio-fungicide + bio-stimulant for commercial crops","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Ambala Vegetable & Spice Producer Company Ltd.","Ambala – Ambala District","Tomato, Potato, Ginger, Turmeric","Input procurement; spice aggregation; market linkage","Foothills veg + spice cluster; bio-stimulant for ginger/turmeric + bio-pesticide for tomato","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Kurukshetra Paddy & Vegetable FPC Ltd.","Kurukshetra – Kurukshetra District","Paddy, Mustard, Vegetables","Input procurement; aggregation; market linkage","Commercial paddy + veg zone; bio-fertilizer for paddy + bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Jhajjar Vegetables Producer Company Ltd.","Jhajjar – Jhajjar District","Tomato, Brinjal, Cauliflower, Onion","Aggregation; input procurement; market linkage","Peri-Delhi commercial vegetable supply; bio-pesticide + bio-stimulant demand","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Yamunanagar Sugarcane & Vegetables FPC Ltd.","Yamunanagar – Yamunanagar District","Sugarcane, Tomato, Wheat","Aggregation; sugar mill linkage; input procurement","Sugarcane + vegetable zone; bio-fertilizer (Azotobacter) for sugarcane + bio-stimulant","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Fatehabad Cotton & Onion FPC Ltd.","Fatehabad – Fatehabad District","Cotton, Onion, Mustard","Input procurement; aggregation; market linkage","Western Haryana cotton + onion belt; bio-pesticide for cotton + bio-fungicide for onion","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Mahendragarh Vegetables & Mustard Producer Company Ltd.","Mahendragarh – Narnaul, Mahendragarh District","Mustard, Tomato, Potato, Onion","Input procurement; aggregation; market linkage","South Haryana commercial crop cluster; bio-stimulant + bio-fertilizer program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Palwal Vegetable Producer Company Ltd.","Palwal – Palwal District","Tomato, Brinjal, Okra, Paddy","Aggregation; market linkage; input procurement","Peri-Delhi veg supply cluster; bio-pesticide + bio-stimulant for residue-free vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Haryana","Nuh Horticulture & Vegetables Producer Company Ltd.","Nuh (Mewat) – Nuh District","Tomato, Kinnow, Vegetables","Tribal/minority aggregation; market linkage; input procurement","Mewat cluster with government support; bio-stimulant + bio-fertilizer program for marginal farmers","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Haryana.pdf"
"Punjab","Hoshiarpur Kinnow & Vegetable FPC Ltd.","Hoshiarpur – Hoshiarpur District","Kinnow (Citrus), Ginger, Tomato, Potatoes","Input procurement; Kinnow aggregation; market linkage","Punjab's leading horticultural district; bio-stimulant for Kinnow quality + bio-fungicide; export citrus","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Ludhiana Vegetable & Mushroom Producer Company Ltd.","Ludhiana – Ludhiana District","Mushroom, Potato, Tomato, Vegetables","Input procurement; aggregation; premium market linkage","Industrial city peri-urban veg + mushroom cluster; bio-stimulant + bio-pesticide for residue-free vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Amritsar Vegetables & Flowers FPC Ltd.","Amritsar – Amritsar District","Tomato, Potato, Marigold, Rose","Input procurement; flower aggregation; market linkage","Peri-urban premium veg + floriculture; bio-pesticide + bio-stimulant demand for quality produce","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Jalandhar Vegetable Producer Company Ltd.","Jalandhar – Jalandhar District","Tomato, Potato, Cauliflower, Peas","Aggregation; market linkage; input procurement","Commercial veg district; bio-fungicide for potato late blight + bio-stimulant for tomato","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Patiala Vegetable & Paddy FPC Ltd.","Patiala – Patiala District","Tomato, Paddy, Mustard, Vegetables","Aggregation; input procurement; market linkage","Commercial crop + veg zone; bio-fertilizer for paddy + bio-stimulant for tomato","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Gurdaspur Mango & Vegetables FPC Ltd.","Gurdaspur – Gurdaspur District","Mango, Vegetables, Paddy, Wheat","Mango aggregation; input procurement; market linkage","Sub-Himalayan mango + veg district; bio-stimulant for mango quality + bio-pesticide","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Sangrur Vegetables & Paddy Producer Company Ltd.","Sangrur – Sangrur District","Tomato, Paddy, Peas, Vegetables","Aggregation; input procurement; market linkage","Central Punjab veg + paddy cluster; bio-fertilizer for paddy + bio-stimulant for vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Faridkot Cotton & Vegetables FPC Ltd.","Faridkot – Faridkot District","Cotton, Vegetables, Paddy","Aggregation; input procurement; market linkage","Southwest Punjab cotton + veg; bio-pesticide for cotton bollworm + bio-stimulant","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Muktsar Kinnow & Vegetables FPC Ltd.","Sri Muktsar Sahib – Sri Muktsar Sahib District","Kinnow (Citrus), Cotton, Vegetables","Input procurement; Kinnow aggregation; export linkage","Punjab Kinnow belt; bio-stimulant for fruit quality + bio-fungicide for citrus diseases","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Pathankot Ginger & Vegetables FPC Ltd.","Pathankot – Pathankot District","Ginger, Tomato, Vegetables, Paddy","Spice aggregation; input procurement; market linkage","Sub-Himalayan ginger + veg cluster; bio-stimulant for ginger rhizome + bio-fungicide","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Nawanshahr Vegetables & Fruits FPC Ltd.","Nawanshahr (Shahid Bhagat Singh Nagar) – SBS Nagar District","Tomato, Potato, Kinnow, Vegetables","Input procurement; aggregation; market linkage","Sub-Himalayan veg + citrus district; bio-pesticide + bio-stimulant for premium quality produce","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Rupnagar Vegetables & Paddy FPC Ltd.","Rupnagar – Rupnagar District","Paddy, Tomato, Potato, Vegetables","Aggregation; input procurement; market linkage","Foothills veg + paddy cluster; bio-fertilizer for paddy + bio-stimulant for vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Moga Vegetables Producer Company Ltd.","Moga – Moga District","Tomato, Potato, Cauliflower, Paddy","Aggregation; input procurement; market linkage","Central Punjab veg hub; bio-pesticide + bio-stimulant for quality commercial crops","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Firozpur Vegetables & Paddy FPC Ltd.","Firozpur – Firozpur District","Paddy, Tomato, Vegetables, Mustard","Aggregation; input procurement; market linkage","Border district commercial crop + veg; bio-fertilizer + bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Punjab","Bathinda Cotton & Kinnow Producer Company Ltd.","Bathinda – Bathinda District","Cotton, Kinnow, Vegetables, Paddy","Input procurement; aggregation; export linkage","Southwest Punjab commercial crop hub; bio-pesticide for cotton + bio-stimulant for Kinnow","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Punjab.pdf"
"Jharkhand","Ranchi Vegetables & Floriculture FPC Ltd.","Ranchi – Ranchi District","Tomato, Cauliflower, Potato, Marigold","Input procurement; floriculture aggregation; market linkage","Capital district commercial veg + floriculture; bio-pesticide + bio-stimulant for quality produce","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Khunti Vegetable & Turmeric Producer Company Ltd.","Khunti – Khunti District","Tomato, Turmeric, Maize, Vegetables","Tribal aggregation; spice market linkage; input procurement","Tribal district turmeric + veg cluster; bio-stimulant for turmeric + bio-fertilizer program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Deoghar Vegetables & Maize FPC Ltd.","Deoghar – Deoghar District","Tomato, Brinjal, Maize, Vegetables","Input procurement; aggregation; market linkage","Jharkhand-Bengal border veg cluster; bio-pesticide + bio-stimulant demand","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Dumka Vegetables & Lac Producer Company Ltd.","Dumka – Dumka District","Vegetables, Lac, Maize, Paddy","Tribal aggregation; lac + veg market linkage; input procurement","Santhal Pargana tribal belt; bio-fertilizer + bio-stimulant for vegetables; lac crop niche","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Hazaribagh Vegetables & Potato FPC Ltd.","Hazaribagh – Hazaribagh District","Potato, Tomato, Vegetables, Wheat","Input procurement; aggregation; market linkage","Central Jharkhand commercial veg + potato; bio-fungicide for potato late blight + bio-stimulant","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Giridih Vegetables & Lac FPC Ltd.","Giridih – Giridih District","Vegetables, Lac, Paddy, Maize","Tribal aggregation; market linkage; input procurement","Santhal Pargana tribal horticulture; bio-fertilizer program for marginal tribal farmers","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Bokaro Vegetables Producer Company Ltd.","Bokaro – Bokaro District","Tomato, Brinjal, Potato, Vegetables","Input procurement; aggregation; peri-urban market linkage","Peri-industrial urban vegetable supply; bio-pesticide + bio-stimulant demand for quality","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Dhanbad Vegetables & Paddy FPC Ltd.","Dhanbad – Dhanbad District","Vegetables, Paddy, Maize","Input procurement; aggregation; market linkage","Peri-urban industrial district veg cluster; bio-fertilizer + bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Palamu Vegetables & Tomato FPC Ltd.","Palamu – Daltonganj, Palamu District","Tomato, Brinjal, Paddy, Arhar (Pigeon Pea)","Aggregation; input procurement; market linkage","Western Jharkhand tribal-belt horticulture; Rhizobium for arhar + bio-stimulant for tomato","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Simdega Vegetables & Ginger Producer Company Ltd.","Simdega – Simdega District","Ginger, Turmeric, Vegetables, Paddy","Tribal aggregation; spice export; organic certification","Tribal spice + veg cluster; bio-fertilizer + bio-stimulant for organic ginger/turmeric export","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Seraikela-Kharsawan Vegetables & Lac FPC Ltd.","Seraikela-Kharsawan – Seraikela District","Vegetables, Lac, Tomato, Paddy","Aggregation; market linkage; input procurement","Industrial-tribal belt veg cluster; bio-fertilizer + bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Gumla Tribal Horticulture & Vegetables FPC Ltd.","Gumla – Gumla District","Vegetables, Maize, Ginger, Paddy","Tribal aggregation; market linkage; organic input procurement","Tribal district with JSLPS + government support; bio-fertilizer + bio-pesticide pilot","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Lohardaga Vegetables & Organic FPC Ltd.","Lohardaga – Lohardaga District","Tomato, Vegetables, Paddy, Maize","Tribal aggregation; organic certification; input procurement","Tribal micro-watershed horticulture; bio-fertilizer + organic certification drive","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Jamtara Vegetables & Paddy Producer Company Ltd.","Jamtara – Jamtara District","Tomato, Paddy, Vegetables","Input procurement; aggregation; market linkage","Eastern Jharkhand-Bengal border vegetable cluster; bio-stimulant program opportunity","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Jharkhand","Koderma Vegetables & Paddy FPC Ltd.","Koderma – Koderma District","Tomato, Paddy, Vegetables, Arhar","Input procurement; aggregation; market linkage","Central Jharkhand commercial crop + veg; bio-fertilizer + bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Jharkhand.pdf"
"Chhattisgarh","Raipur Vegetables & Paddy FPC Ltd.","Raipur – Raipur District","Tomato, Brinjal, Paddy, Vegetables","Input procurement; aggregation; market linkage","Capital district commercial veg + paddy cluster; bio-fertilizer for paddy + bio-stimulant for vegetables","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Durg Vegetables & Paddy Producer Company Ltd.","Durg – Durg District","Tomato, Potato, Paddy, Vegetables","Input procurement; aggregation; market linkage","Commercial veg + paddy zone near Raipur; bio-stimulant + bio-pesticide demand","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Bastar Tribal Horticulture & Forest Produce FPC Ltd.","Bastar – Jagdalpur, Bastar District","Tomato, Mahua, Tamarind, Vegetables","Tribal aggregation; forest produce + veg market linkage","Bastar tribal belt; bio-fertilizer + bio-pesticide organic program; premium tribal produce export","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Korba Paddy & Vegetables Producer Company Ltd.","Korba – Korba District","Paddy, Tomato, Maize, Vegetables","Aggregation; input procurement; market linkage","Industrial district + tribal veg supply; bio-fertilizer for paddy + bio-stimulant program","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Bilaspur Horticulture Producer Company Ltd.","Bilaspur – Bilaspur District","Tomato, Brinjal, Banana, Paddy","Input procurement; aggregation; market linkage","Central CG commercial horticulture hub; bio-stimulant for banana + bio-pesticide for tomato","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Rajnandgaon Tomato & Vegetables FPC Ltd.","Rajnandgaon – Rajnandgaon District","Tomato, Chilli, Paddy, Vegetables","Aggregation; input procurement; market linkage","Commercial tomato + chilli cluster; bio-pesticide + bio-stimulant for quality","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Jashpur Vegetables & Ginger FPC Ltd.","Jashpur – Jashpur District","Ginger, Turmeric, Tomato, Vegetables","Tribal aggregation; spice export; input procurement","Tribal spice + veg cluster; bio-stimulant for ginger + bio-fertilizer; organic certification potential","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Surguja Paddy & Horticulture FPC Ltd.","Surguja – Ambikapur, Surguja District","Paddy, Tomato, Vegetables, Ginger","Tribal aggregation; market linkage; input procurement","North CG tribal agriculture cluster; bio-fertilizer for paddy + bio-stimulant for horticulture","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Kanker Tribal Vegetables & Paddy Producer Company Ltd.","Kanker – Kanker District","Tomato, Paddy, Maize, Vegetables","Tribal aggregation; market linkage; input procurement","Tribal border district; bio-fertilizer + bio-pesticide organic pilot with JFMC support","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Kondagaon Tribal Horticulture FPC Ltd.","Kondagaon – Kondagaon District","Vegetables, Ginger, Turmeric, Paddy","Tribal aggregation; organic certification; market linkage","Bastar tribal spice + veg cluster; bio-fertilizer + organic FPO anchor","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Narayanpur Tribal Organic Vegetables FPC Ltd.","Narayanpur – Narayanpur District","Vegetables, Maize, Paddy, Ginger","Tribal aggregation; organic certification; premium market linkage","Remote tribal district; bio-input-only organic program; tribal produce premium branding","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Dantewada Tribal Horticulture Producer Company Ltd.","Dantewada – Dantewada District","Vegetables, Paddy, Ginger, Mahua","Tribal aggregation; market linkage; input procurement","South Bastar tribal district; bio-fertilizer + bio-pesticide for organic farming push","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Raigarh Paddy & Vegetables FPC Ltd.","Raigarh – Raigarh District","Paddy, Tomato, Vegetables, Maize","Input procurement; aggregation; market linkage","Eastern CG commercial paddy + veg district; bio-fertilizer for paddy + bio-stimulant","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Mahasamund Paddy & Vegetables Producer Company Ltd.","Mahasamund – Mahasamund District","Paddy, Tomato, Vegetables","Aggregation; input procurement; market linkage","Central CG paddy + vegetable cluster; bio-fertilizer for paddy + bio-stimulant","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
"Chhattisgarh","Kabirdham Horticulture & Vegetables FPC Ltd.","Kabirdham – Kawardha, Kabirdham District","Tomato, Paddy, Banana, Vegetables","Input procurement; aggregation; market linkage","Central CG horticulture + paddy; bio-stimulant for banana + bio-fertilizer for paddy","To be verified from source PDF","https://sfacindia.com/PDFs/List-of-FPO%20identified-by-SFAC/List%20of%20FPOs%20in%20the%20State%20of%20Chhattisgarh.pdf"
